Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
238,2022,1748,F,S,N,1,$10K - $30K,Los Angeles,CA,USA,Food,Baked Goods,Bread,4,9.87
239,2022,3153,F,M,Y,0,$70K - $90K,Salem,OR,USA,Food,Starchy Foods,Starchy Foods,5,20.88
240,2022,3388,F,M,N,4,$30K - $50K,Salem,OR,USA,Food,Deli,Meat,6,4.1
241,2022,10026,F,S,N,3,$10K - $30K,Salem,OR,USA,Drink,Beverages,Pure Juice Beverages,4,19.44
242,2022,997,F,S,Y,4,$130K - $150K,Bremerton,WA,USA,Food,Frozen Foods,Meat,3,15.57
243,2022,5499,M,M,Y,4,$70K - $90K,Portland,OR,USA,Food,Produce,Vegetables,4,19.07
244,2022,7368,F,S,N,1,$50K - $70K,Portland,OR,USA,Non-Consumable,Household,Cleaning Supplies,6,12.69
245,2022,8427,M,M,Y,3,$10K - $30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Decongestants,5,7.31
246,2022,8901,M,M,N,1,$90K - $110K,Salem,OR,USA,Food,Produce,Vegetables,4,13.99
247,2022,3673,M,M,Y,1,$30K - $50K,Walla Walla,WA,USA,Food,Frozen Foods,Frozen Desserts,4,16.8
248,2022,5143,M,S,N,1,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,5,9.52
249,2022,10233,M,M,Y,2,$50K - $70K,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,3,30.19
250,2022,1758,F,S,Y,4,$30K - $50K,Bremerton,WA,USA,Drink,Beverages,Hot Beverages,4,2.46
251,2022,2448,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Food,Deli,Side Dishes,3,6.65
252,2022,2890,F,M,Y,4,$30K - $50K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,6,18.22
253,2022,7352,F,S,Y,4,$50K - $70K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,4.56
254,2022,3092,M,S,N,0,$50K - $70K,Seattle,WA,USA,Non-Consumable,Periodicals,Magazines,4,37.65
255,2022,4445,F,S,Y,2,$50K - $70K,Tacoma,WA,USA,Food,Produce,Vegetables,4,5.26
256,2022,3463,M,S,N,0,$10K - $30K,Salem,OR,USA,Food,Canned Foods,Vegetables,5,5.04
257,2022,6501,F,S,N,5,$30K - $50K,San Diego,CA,USA,Food,Baked Goods,Bread,3,3.56
258,2022,8758,M,M,Y,3,$70K - $90K,Los Angeles,CA,USA,Drink,Beverages,Pure Juice Beverages,6,15.65
259,2022,3153,F,M,Y,0,$70K - $90K,Salem,OR,USA,Food,Canned Foods,Canned Oysters,2,9.72
260,2022,4179,M,M,Y,0,$50K - $70K,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,2,6.48
261,2022,6655,F,S,Y,4,$130K - $150K,Portland,OR,USA,Food,Snack Foods,Snack Foods,3,9.21
262,2022,1423,F,S,N,0,$50K - $70K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,5,6.28
263,2022,4021,M,M,N,3,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Kitchen Products,6,30.35
264,2022,4443,F,S,Y,0,$130K - $150K,Portland,OR,USA,Food,Deli,Meat,2,8.37
265,2022,5079,F,M,N,3,$10K - $30K,Beverly Hills,CA,USA,Food,Produce,Specialty,3,10.69
266,2022,5831,M,S,N,3,$30K - $50K,Bremerton,WA,USA,Food,Produce,Fruit,6,10.76
267,2022,4287,F,S,N,4,$30K - $50K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,3,12.88
268,2022,3480,F,S,N,2,$10K - $30K,Los Angeles,CA,USA,Food,Frozen Foods,Frozen Desserts,5,24.44
269,2022,7801,M,M,Y,3,$70K - $90K,Los Angeles,CA,USA,Food,Baking Goods,Baking Goods,4,6.49
270,2022,4070,M,M,Y,2,$10K - $30K,Yakima,WA,USA,Food,Canned Foods,Canned Soup,6,31.58
271,2022,8578,F,M,Y,3,$130K - $150K,Yakima,WA,USA,Food,Baked Goods,Bread,2,4.09
272,2022,3599,M,M,Y,2,$30K - $50K,Salem,OR,USA,Food,Starchy Foods,Starchy Foods,5,4.83
273,2022,8164,F,S,N,4,$30K - $50K,Salem,OR,USA,Food,Dairy,Dairy,4,15.75
274,2022,5038,M,S,Y,2,$10K - $30K,Tacoma,WA,USA,Food,Produce,Packaged Vegetables,5,9.96
275,2022,9469,F,S,Y,1,$10K - $30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,13.57
276,2022,8283,M,M,Y,1,$130K - $150K,Tacoma,WA,USA,Food,Frozen Foods,Breakfast Foods,6,12.51
277,2022,6204,F,M,Y,5,$110K - $130K,Salem,OR,USA,Non-Consumable,Household,Electrical,2,5.73
278,2022,378,M,S,Y,1,$30K - $50K,Spokane,WA,USA,Food,Produce,Fruit,5,10.92
279,2022,6835,M,M,Y,2,$70K - $90K,Spokane,WA,USA,Non-Consumable,Household,Kitchen Products,3,18.85
280,2022,7341,M,S,N,5,$30K - $50K,San Diego,CA,USA,Food,Deli,Meat,3,15.34
281,2022,9694,M,S,Y,1,$130K - $150K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,10.43
282,2022,1070,F,S,N,2,$30K - $50K,Bremerton,WA,USA,Food,Dairy,Dairy,3,7.25
283,2022,9331,M,S,Y,2,$10K - $30K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Decongestants,3,8.46
284,2022,9390,M,M,Y,1,$70K - $90K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,13.03
285,2022,7801,M,M,Y,3,$70K - $90K,Los Angeles,CA,USA,Food,Produce,Vegetables,4,5.24
286,2022,1005,M,S,Y,2,$10K - $30K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,4,7.83
287,2022,2021,M,M,N,3,$70K - $90K,Yakima,WA,USA,Food,Produce,Vegetables,4,18.8
288,2022,4217,F,M,Y,5,$130K - $150K,Bellingham,WA,USA,Food,Deli,Meat,4,15.4
289,2022,6843,M,M,Y,3,$150K +,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,36.92
290,2022,2295,M,M,Y,4,$70K - $90K,Tacoma,WA,USA,Food,Produce,Vegetables,5,24.68
291,2022,6635,F,M,Y,1,$30K - $50K,San Diego,CA,USA,Food,Canned Foods,Canned Oysters,3,5.51
292,2022,7178,F,M,Y,1,$70K - $90K,San Diego,CA,USA,Food,Canned Foods,Canned Soup,4,30.46
293,2022,3012,F,M,Y,4,$70K - $90K,San Diego,CA,USA,Food,Canned Products,Fruit,4,8.38
294,2022,6083,M,M,Y,3,$150K +,San Diego,CA,USA,Food,Snacks,Candy,4,28.9
295,2022,780,M,S,Y,5,$110K - $130K,Salem,OR,USA,Food,Meat,Meat,5,11.92
296,2022,9461,M,S,N,4,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,5,6.96
297,2022,4337,M,S,Y,5,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Household,Cleaning Supplies,3,6.27
298,2022,5686,M,M,Y,3,$70K - $90K,Bremerton,WA,USA,Food,Produce,Fruit,4,2.81
299,2022,745,F,M,Y,5,$30K - $50K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,1.6
300,2022,1379,F,M,Y,2,$30K - $50K,Beverly Hills,CA,USA,Food,Produce,Vegetables,7,32.32
301,2022,4763,F,M,N,5,$50K - $70K,San Diego,CA,USA,Drink,Beverages,Pure Juice Beverages,4,8.4
302,2022,6233,F,S,N,3,$10K - $30K,Portland,OR,USA,Food,Produce,Vegetables,6,11.26
303,2022,6273,M,S,N,2,$50K - $70K,San Diego,CA,USA,Food,Produce,Vegetables,5,22.75
304,2022,6273,M,S,N,2,$50K - $70K,San Diego,CA,USA,Food,Dairy,Dairy,6,14.87
305,2022,6675,M,M,N,5,$90K - $110K,Walla Walla,WA,USA,Food,Snacks,Candy,4,3.75
306,2022,4825,F,M,Y,3,$110K - $130K,Beverly Hills,CA,USA,Food,Produce,Vegetables,5,13.68
307,2022,2376,M,S,Y,2,$30K - $50K,Portland,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,4,18.82
308,2022,5389,F,S,Y,1,$30K - $50K,Los Angeles,CA,USA,Food,Canned Foods,Canned Soup,3,11
309,2022,9736,M,S,N,3,$70K - $90K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,26.77
310,2022,3503,F,M,Y,2,$50K - $70K,Beverly Hills,CA,USA,Food,Snacks,Candy,6,14.16
311,2022,8171,F,S,Y,1,$90K - $110K,San Diego,CA,USA,Drink,Beverages,Hot Beverages,5,12.24
312,2022,3020,F,M,N,1,$30K - $50K,Salem,OR,USA,Food,Canned Foods,Canned Soup,4,21.79
313,2022,2396,F,S,N,1,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Fruit,2,6.96
314,2022,1114,M,M,Y,4,$30K - $50K,San Diego,CA,USA,Food,Frozen Foods,Frozen Entrees,5,8.5
315,2022,4081,F,S,Y,1,$30K - $50K,San Diego,CA,USA,Food,Frozen Foods,Meat,3,11.99
316,2022,5162,M,M,Y,5,$130K - $150K,Walla Walla,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,2,12.31
317,2022,7060,M,M,N,3,$50K - $70K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,15.48
318,2022,8644,M,M,Y,2,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,8.64
319,2022,7413,F,S,Y,3,$10K - $30K,Bremerton,WA,USA,Food,Starchy Foods,Starchy Foods,4,10.76
320,2022,9924,F,M,Y,0,$30K - $50K,Seattle,WA,USA,Food,Produce,Vegetables,5,6.63
321,2022,7927,M,M,N,3,$30K - $50K,Seattle,WA,USA,Food,Canned Foods,Vegetables,4,8.17
322,2022,6792,M,M,Y,4,$30K - $50K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,5,14.25
323,2022,3755,M,S,N,3,$30K - $50K,San Diego,CA,USA,Food,Baking Goods,Baking Goods,5,18.4
324,2022,5553,F,S,Y,3,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Checkout,Miscellaneous,5,13.19
325,2022,3497,M,S,N,2,$50K - $70K,Tacoma,WA,USA,Food,Canned Foods,Vegetables,3,5.04
326,2022,8557,M,S,Y,1,$10K - $30K,Los Angeles,CA,USA,Food,Deli,Side Dishes,5,12.49
327,2022,9753,F,S,Y,4,$110K - $130K,Portland,OR,USA,Food,Produce,Vegetables,7,16.8
328,2022,5379,F,S,N,1,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Checkout,Miscellaneous,5,10.83
329,2022,3861,F,M,Y,4,$30K - $50K,San Francisco,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,1,5.8
330,2022,190,F,M,Y,1,$110K - $130K,Salem,OR,USA,Food,Deli,Meat,5,10.73
331,2022,7775,M,S,N,4,$30K - $50K,Los Angeles,CA,USA,Food,Canned Foods,Canned Anchovies,4,14.25
332,2022,566,M,S,N,5,$10K - $30K,Walla Walla,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,3,3.2
333,2022,5984,M,S,Y,1,$130K - $150K,Tacoma,WA,USA,Food,Starchy Foods,Starchy Foods,5,3.56
334,2022,6359,F,S,N,2,$70K - $90K,Los Angeles,CA,USA,Food,Meat,Meat,6,13.57
335,2022,9785,M,S,Y,3,$90K - $110K,Seattle,WA,USA,Food,Produce,Vegetables,4,11.19
336,2022,1561,F,M,N,4,$10K - $30K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,11.72
337,2022,5647,M,S,N,3,$30K - $50K,Seattle,WA,USA,Food,Produce,Fruit,3,15.51
338,2022,8427,M,M,Y,3,$10K - $30K,Spokane,WA,USA,Food,Baked Goods,Bread,4,21.98
339,2022,9855,F,S,N,4,$30K - $50K,Beverly Hills,CA,USA,Food,Frozen Foods,Pizza,5,9.75
340,2022,7056,F,M,Y,1,$10K - $30K,Bremerton,WA,USA,Food,Deli,Meat,3,13.98
341,2022,3239,F,S,N,4,$50K - $70K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,23.76
342,2022,3310,F,S,N,1,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,3.26
343,2022,6510,F,M,Y,0,$50K - $70K,Salem,OR,USA,Non-Consumable,Household,Kitchen Products,4,20.64
344,2022,7619,F,S,N,5,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Fruit,4,4.48
345,2022,4995,M,S,N,2,$50K - $70K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,4,12.1
346,2022,3533,F,M,Y,1,$30K - $50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,13.56
347,2022,4678,M,S,N,0,$50K - $70K,Salem,OR,USA,Food,Produce,Fruit,5,6.26
348,2022,8269,F,S,N,4,$30K - $50K,Salem,OR,USA,Food,Baking Goods,Baking Goods,5,10.08
349,2022,4461,M,M,N,1,$30K - $50K,Portland,OR,USA,Food,Baking Goods,Baking Goods,3,2.94
350,2022,5456,F,S,Y,2,$130K - $150K,San Francisco,CA,USA,Food,Canned Products,Fruit,3,1.06
351,2022,2924,M,S,N,5,$30K - $50K,Bremerton,WA,USA,Food,Canned Products,Fruit,6,17.12
352,2022,4649,M,S,Y,3,$10K - $30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,20.35
353,2022,5341,F,M,Y,2,$10K - $30K,Tacoma,WA,USA,Food,Baked Goods,Bread,3,11.7
354,2022,1023,M,M,Y,1,$50K - $70K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,19.95
355,2022,6854,M,S,Y,3,$90K - $110K,Tacoma,WA,USA,Food,Produce,Vegetables,2,11.24
356,2022,8551,F,M,N,4,$10K - $30K,Tacoma,WA,USA,Food,Starchy Foods,Starchy Foods,6,6.3
357,2022,9788,F,M,N,0,$110K - $130K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,3,7.1
358,2022,7556,F,S,N,5,$30K - $50K,Tacoma,WA,USA,Food,Produce,Vegetables,6,38.07
359,2022,10039,M,M,Y,4,$50K - $70K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,5,15.3
360,2022,3567,M,M,Y,1,$70K - $90K,Spokane,WA,USA,Food,Seafood,Seafood,3,13.5
361,2022,4066,F,M,Y,3,$130K - $150K,Bremerton,WA,USA,Food,Frozen Foods,Frozen Desserts,3,5.18
362,2022,4268,M,M,Y,0,$110K - $130K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,10.58
363,2022,2921,F,S,Y,4,$30K - $50K,Spokane,WA,USA,Drink,Beverages,Hot Beverages,3,11.66
364,2022,2523,M,S,Y,3,$90K - $110K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,6.48
365,2022,7281,F,M,Y,2,$70K - $90K,Tacoma,WA,USA,Food,Frozen Foods,Breakfast Foods,4,2.31
366,2022,2441,M,M,Y,5,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,6,17.09
367,2022,2890,F,M,Y,4,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Fruit,5,24.86
368,2022,4431,F,S,Y,4,$130K - $150K,Salem,OR,USA,Food,Deli,Meat,6,11.23
369,2022,4105,F,M,N,2,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Household,Kitchen Products,3,11.61
370,2022,4727,F,M,Y,4,$150K +,Spokane,WA,USA,Food,Snacks,Candy,5,9.63
371,2022,6960,F,M,Y,3,$150K +,Tacoma,WA,USA,Food,Dairy,Dairy,4,32.02
372,2022,9208,F,S,N,5,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,5,9.75
373,2022,2918,F,S,N,3,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Household,Kitchen Products,5,14.84
374,2022,6616,M,S,N,4,$50K - $70K,Portland,OR,USA,Food,Baked Goods,Bread,6,12.12
375,2022,4417,M,M,Y,2,$70K - $90K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,5,9.86
376,2022,5944,M,S,N,2,$30K - $50K,Bremerton,WA,USA,Food,Starchy Foods,Starchy Foods,4,5.56
377,2022,1329,F,S,N,3,$10K - $30K,Seattle,WA,USA,Food,Produce,Fruit,3,8.35
378,2022,1304,M,S,N,3,$50K - $70K,Salem,OR,USA,Food,Dairy,Dairy,4,7.7
379,2022,9554,M,M,Y,3,$70K - $90K,Salem,OR,USA,Food,Eggs,Eggs,5,3.15
380,2022,625,M,S,Y,1,$70K - $90K,Salem,OR,USA,Non-Consumable,Household,Electrical,3,9.74
381,2022,6675,M,M,N,5,$90K - $110K,Walla Walla,WA,USA,Food,Baking Goods,Jams and Jellies,4,4.67
382,2022,4337,M,S,Y,5,$30K - $50K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,13.91
383,2022,2613,F,M,Y,2,$30K - $50K,Portland,OR,USA,Food,Produce,Fruit,2,15.39
384,2022,7151,M,S,Y,4,$70K - $90K,San Diego,CA,USA,Drink,Beverages,Hot Beverages,4,17.18
385,2022,2525,M,S,N,0,$70K - $90K,Salem,OR,USA,Food,Produce,Vegetables,4,15.31
386,2022,5533,F,S,N,1,$10K - $30K,Salem,OR,USA,Food,Deli,Side Dishes,4,15.39
387,2022,880,M,S,N,1,$50K - $70K,Portland,OR,USA,Food,Produce,Vegetables,3,15.46
388,2022,7324,F,S,N,3,$70K - $90K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,12.64
389,2022,3415,M,S,Y,5,$30K - $50K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,2,5.24
390,2022,8215,M,M,N,4,$10K - $30K,Portland,OR,USA,Food,Produce,Vegetables,5,8.57
391,2022,373,F,S,N,2,$10K - $30K,Salem,OR,USA,Non-Consumable,Household,Cleaning Supplies,3,5.22
392,2022,9236,M,S,N,0,$70K - $90K,Salem,OR,USA,Food,Baked Goods,Bread,5,8.68
393,2022,1931,M,M,N,1,$110K - $130K,Seattle,WA,USA,Food,Canned Products,Fruit,3,10.61
394,2022,8634,F,M,Y,3,$50K - $70K,Los Angeles,CA,USA,Food,Produce,Specialty,2,11.47
395,2022,9057,M,M,Y,2,$130K - $150K,San Diego,CA,USA,Non-Consumable,Checkout,Miscellaneous,3,10.44
396,2022,1196,M,S,Y,1,$50K - $70K,Salem,OR,USA,Food,Frozen Foods,Breakfast Foods,4,10.75
397,2022,4828,M,M,Y,4,$70K - $90K,Los Angeles,CA,USA,Food,Baking Goods,Baking Goods,3,4.88
398,2022,6675,M,M,N,5,$90K - $110K,Walla Walla,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,11.28
399,2022,1005,M,S,Y,2,$10K - $30K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,2,5.88
400,2022,8858,M,M,N,3,$50K - $70K,Beverly Hills,CA,USA,Food,Produce,Fruit,6,4.88
401,2022,5925,M,M,Y,3,$30K - $50K,Seattle,WA,USA,Food,Produce,Specialty,5,5.31
402,2022,6001,F,M,N,2,$90K - $110K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,3,3.98
403,2022,4247,F,M,Y,3,$70K - $90K,Portland,OR,USA,Food,Produce,Fruit,3,16.38
404,2022,7493,F,M,Y,3,$110K - $130K,San Diego,CA,USA,Food,Canned Foods,Vegetables,4,15.02
405,2022,4315,M,S,N,2,$30K - $50K,Tacoma,WA,USA,Food,Dairy,Dairy,5,19.14
406,2022,9309,M,M,Y,4,$10K - $30K,Tacoma,WA,USA,Drink,Beverages,Carbonated Beverages,4,5.5
407,2022,1196,M,S,Y,1,$50K - $70K,Salem,OR,USA,Food,Canned Foods,Canned Soup,2,16.14
408,2022,2398,F,S,N,4,$50K - $70K,Salem,OR,USA,Non-Consumable,Household,Kitchen Products,5,14.48
409,2022,6559,M,S,N,3,$70K - $90K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,3,10.56
410,2022,10186,M,S,Y,2,$30K - $50K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,4,7.94
411,2022,9752,F,M,Y,1,$50K - $70K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,11.43
412,2022,148,M,S,N,2,$70K - $90K,Seattle,WA,USA,Food,Frozen Foods,Pizza,3,3.08
413,2022,8574,F,M,Y,0,$50K - $70K,Seattle,WA,USA,Food,Canned Foods,Vegetables,3,4.54
414,2022,4401,M,S,Y,1,$130K - $150K,Portland,OR,USA,Food,Snack Foods,Snack Foods,3,6.77
415,2022,4779,M,S,Y,4,$130K - $150K,Salem,OR,USA,Non-Consumable,Household,Paper Products,5,14.95
416,2022,9752,F,M,Y,1,$50K - $70K,Tacoma,WA,USA,Food,Produce,Specialty,3,13.06
417,2022,8116,F,S,N,2,$110K - $130K,Salem,OR,USA,Food,Frozen Foods,Vegetables,4,7.96
418,2022,8901,M,M,N,1,$90K - $110K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,6,12.16
419,2022,8730,F,M,Y,1,$10K - $30K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,3,8.78
420,2022,7324,F,S,N,3,$70K - $90K,Los Angeles,CA,USA,Drink,Beverages,Pure Juice Beverages,3,26.64
421,2022,9021,M,S,Y,3,$10K - $30K,Los Angeles,CA,USA,Food,Baked Goods,Bread,3,18.53
422,2022,4892,M,S,N,5,$30K - $50K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,4,16.56
423,2022,7743,F,S,N,0,$30K - $50K,Bremerton,WA,USA,Food,Frozen Foods,Vegetables,3,23.9
424,2022,7781,M,S,N,2,$50K - $70K,Seattle,WA,USA,Food,Snacks,Candy,4,6.38
425,2022,8435,F,M,N,3,$70K - $90K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,5,15.62
426,2022,1808,M,S,N,4,$10K - $30K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,13.62
427,2022,8984,F,M,Y,2,$70K - $90K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,6,15.84
428,2022,9014,F,S,N,1,$50K - $70K,Salem,OR,USA,Food,Deli,Meat,5,21.56
429,2022,7171,M,S,N,3,$30K - $50K,Yakima,WA,USA,Non-Consumable,Household,Plastic Products,4,13.11
430,2022,287,F,M,Y,0,$50K - $70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,5.04
431,2022,7413,F,S,Y,3,$10K - $30K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,3,2.11
432,2022,8454,F,S,Y,3,$70K - $90K,Tacoma,WA,USA,Non-Consumable,Household,Cleaning Supplies,3,3.84
433,2022,780,M,S,Y,5,$110K - $130K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,10.13
434,2022,7781,M,S,N,2,$50K - $70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,6,12.79
435,2022,1897,F,S,Y,4,$130K - $150K,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,12.72
436,2022,7525,M,M,N,2,$30K - $50K,Bellingham,WA,USA,Food,Produce,Vegetables,3,2.93
437,2022,1205,F,M,N,1,$10K - $30K,Seattle,WA,USA,Food,Breakfast Foods,Breakfast Foods,5,11.09
438,2022,260,M,M,N,5,$50K - $70K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,6,31.36
439,2022,1159,F,S,N,2,$30K - $50K,Portland,OR,USA,Food,Produce,Vegetables,4,29.34
440,2022,924,M,M,Y,5,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Household,Candles,7,3.36
441,2022,7276,M,S,N,0,$50K - $70K,Yakima,WA,USA,Food,Dairy,Dairy,4,9.65
442,2022,3552,F,S,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Breakfast Foods,7,4.35
443,2022,6001,F,M,N,2,$90K - $110K,Tacoma,WA,USA,Non-Consumable,Periodicals,Magazines,5,4.5
444,2022,7319,M,M,Y,4,$110K - $130K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,4,12.84
445,2022,3930,M,M,N,1,$30K - $50K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,3,3.99
446,2022,3976,M,M,Y,2,$30K - $50K,Tacoma,WA,USA,Food,Deli,Meat,5,12.8
447,2022,1467,F,S,Y,3,$30K - $50K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,14.16
448,2022,1999,M,M,Y,2,$30K - $50K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,3,7.62
449,2022,7433,M,S,Y,0,$70K - $90K,Portland,OR,USA,Food,Starchy Foods,Starchy Foods,3,9.11
450,2022,1633,M,S,N,4,$10K - $30K,Bremerton,WA,USA,Food,Baking Goods,Jams and Jellies,3,10.84
451,2022,2896,F,S,N,5,$50K - $70K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,5,7
452,2022,3160,F,M,N,1,$10K - $30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,3,22.44
453,2022,2254,M,S,N,1,$110K - $130K,Los Angeles,CA,USA,Food,Frozen Foods,Breakfast Foods,5,11.53
454,2022,3075,M,M,Y,3,$50K - $70K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,3,6.43
455,2022,8351,M,S,N,4,$70K - $90K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,8.95
456,2022,9728,M,M,Y,1,$10K - $30K,Spokane,WA,USA,Food,Produce,Fruit,3,6.79
457,2022,6319,M,S,N,0,$110K - $130K,Bellingham,WA,USA,Food,Snack Foods,Snack Foods,3,2.08
458,2022,2625,F,S,N,3,$70K - $90K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,3.59
459,2022,9331,M,S,Y,2,$10K - $30K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,4,10.88
460,2022,76,F,S,N,1,$70K - $90K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,5,19.12
461,2022,4909,M,M,Y,2,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Specialty,4,11.15
462,2022,5528,F,S,N,2,$10K - $30K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,3,12.71
463,2022,10026,F,S,N,3,$10K - $30K,Salem,OR,USA,Non-Consumable,Household,Cleaning Supplies,5,7.38
464,2022,4351,M,S,N,5,$10K - $30K,Yakima,WA,USA,Food,Starchy Foods,Starchy Foods,6,49.25
465,2022,2298,F,S,Y,4,$150K +,Bremerton,WA,USA,Food,Dairy,Dairy,4,4.56
466,2022,9710,M,S,Y,3,$10K - $30K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,3,2.58
467,2022,5954,M,S,N,2,$30K - $50K,Beverly Hills,CA,USA,Food,Produce,Fruit,4,7.06
468,2022,9797,F,M,Y,5,$50K - $70K,Spokane,WA,USA,Food,Dairy,Dairy,6,22.64
469,2022,8235,F,S,N,1,$30K - $50K,Walla Walla,WA,USA,Food,Produce,Fruit,3,3.84
470,2022,3336,F,S,N,2,$30K - $50K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,2.96
471,2022,4247,F,M,Y,3,$70K - $90K,Portland,OR,USA,Food,Produce,Fruit,3,19.32
472,2022,2818,M,S,N,2,$130K - $150K,Los Angeles,CA,USA,Drink,Dairy,Dairy,4,7.14
473,2022,604,F,S,N,2,$50K - $70K,San Francisco,CA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,2,4.38
474,2022,4283,M,S,Y,5,$30K - $50K,Seattle,WA,USA,Drink,Beverages,Carbonated Beverages,3,15.66
